Date,Sales,GDP,Unemployment,Population,Popularity
30-10-2012,6824,1827.64,5.41%,"1,27,44,87,215",8.41
01-11-2012,2744,1827.64,5.41%,"1,27,44,87,215",8.41
02-11-2012,4171,1827.64,5.41%,"1,27,44,87,215",8.41
03-11-2012,1129,1827.64,5.41%,"1,27,44,87,215",8.41
04-11-2012,5810,1827.64,5.41%,"1,27,44,87,215",8.41
05-11-2012,2277,1827.64,5.41%,"1,27,44,87,215",8.41
06-11-2012,7790,1827.64,5.41%,"1,27,44,87,215",8.41
07-11-2012,6387,1827.64,5.41%,"1,27,44,87,215",8.41
08-11-2012,3132,1827.64,5.41%,"1,27,44,87,215",8.41
09-11-2012,4202,1827.64,5.41%,"1,27,44,87,215",8.41
10-11-2012,4921,1827.64,5.41%,"1,27,44,87,215",8.41
11-11-2012,4045,1827.64,5.41%,"1,27,44,87,215",8.41
12-11-2012,3188,1827.64,5.41%,"1,27,44,87,215",8.41
13-11-2012,3236,1827.64,5.41%,"1,27,44,87,215",8.41
14-11-2012,6145,1827.64,5.41%,"1,27,44,87,215",8.41
15-11-2012,3260,1827.64,5.41%,"1,27,44,87,215",8.41
16-11-2012,5731,1827.64,5.41%,"1,27,44,87,215",8.41
17-11-2012,2408,1827.64,5.41%,"1,27,44,87,215",8.41
18-11-2012,761,1827.64,5.41%,"1,27,44,87,215",8.41
19-11-2012,1543,1827.64,5.41%,"1,27,44,87,215",8.41
20-11-2012,2839,1827.64,5.41%,"1,27,44,87,215",8.41
21-11-2012,1759,1827.64,5.41%,"1,27,44,87,215",8.41
22-11-2012,2612,1827.64,5.41%,"1,27,44,87,215",8.41
23-11-2012,6309,1827.64,5.41%,"1,27,44,87,215",8.41
24-11-2012,2377,1827.64,5.41%,"1,27,44,87,215",8.41
25-11-2012,7738,1827.64,5.41%,"1,27,44,87,215",8.41
26-11-2012,7033,1827.64,5.41%,"1,27,44,87,215",8.41
27-11-2012,2832,1827.64,5.41%,"1,27,44,87,215",8.41
28-11-2012,6058,1827.64,5.41%,"1,27,44,87,215",8.41
29-11-2012,2231,1827.64,5.41%,"1,27,44,87,215",8.41
30-11-2012,3768,1827.64,5.41%,"1,27,44,87,215",8.41
31-11-2012,2509,1827.64,5.41%,"1,27,44,87,215",8.41
01-12-2012,5282,1827.64,5.41%,"1,27,44,87,215",8.41
02-12-2012,6410,1827.64,5.41%,"1,27,44,87,215",8.41
03-12-2012,6466,1827.64,5.41%,"1,27,44,87,215",8.41
04-12-2012,7101,1827.64,5.41%,"1,27,44,87,215",8.41
05-12-2012,864,1827.64,5.41%,"1,27,44,87,215",8.41
06-12-2012,6753,1827.64,5.41%,"1,27,44,87,215",8.41
07-12-2012,6852,1827.64,5.41%,"1,27,44,87,215",8.41
08-12-2012,6154,1827.64,5.41%,"1,27,44,87,215",8.41
09-12-2012,4130,1827.64,5.41%,"1,27,44,87,215",8.41
10-12-2012,5638,1827.64,5.41%,"1,27,44,87,215",8.41
11-12-2012,6486,1827.64,5.41%,"1,27,44,87,215",8.41
12-12-2012,829,1827.64,5.41%,"1,27,44,87,215",8.41
13-12-2012,1072,1827.64,5.41%,"1,27,44,87,215",8.41
14-12-2012,7852,1827.64,5.41%,"1,27,44,87,215",8.41
15-12-2012,7472,1827.64,5.41%,"1,27,44,87,215",8.41
16-12-2012,3144,1827.64,5.41%,"1,27,44,87,215",8.41
17-12-2012,5230,1827.64,5.41%,"1,27,44,87,215",8.41
18-12-2012,6148,1827.64,5.41%,"1,27,44,87,215",8.41
19-12-2012,1620,1827.64,5.41%,"1,27,44,87,215",8.41
20-12-2012,263,1827.64,5.41%,"1,27,44,87,215",8.41
21-12-2012,4304,1827.64,5.41%,"1,27,44,87,215",8.41
22-12-2012,6502,1827.64,5.41%,"1,27,44,87,215",8.41
23-12-2012,556,1827.64,5.41%,"1,27,44,87,215",8.41
24-12-2012,7513,1827.64,5.41%,"1,27,44,87,215",8.41
25-12-2012,3698,1827.64,5.41%,"1,27,44,87,215",8.41
26-12-2012,5797,1827.64,5.41%,"1,27,44,87,215",8.41
27-12-2012,2291,1827.64,5.41%,"1,27,44,87,215",8.41
28-12-2012,2136,1827.64,5.41%,"1,27,44,87,215",8.41
29-12-2012,1218,1827.64,5.41%,"1,27,44,87,215",8.41
30-12-2012,4163,1827.64,5.41%,"1,27,44,87,215",8.41
01-01-2013,656,1856.72,5.42%,"1,29,11,32,063",7.14
02-01-2013,2357,1856.72,5.42%,"1,29,11,32,063",7.14
03-01-2013,4360,1856.72,5.42%,"1,29,11,32,063",7.14
04-01-2013,4970,1856.72,5.42%,"1,29,11,32,063",7.14
05-01-2013,6491,1856.72,5.42%,"1,29,11,32,063",7.14
06-01-2013,2020,1856.72,5.42%,"1,29,11,32,063",7.14
07-01-2013,3144,1856.72,5.42%,"1,29,11,32,063",7.14
08-01-2013,5727,1856.72,5.42%,"1,29,11,32,063",7.14
09-01-2013,2660,1856.72,5.42%,"1,29,11,32,063",7.14
10-01-2013,5349,1856.72,5.42%,"1,29,11,32,063",7.14
11-01-2013,6816,1856.72,5.42%,"1,29,11,32,063",7.14
12-01-2013,6272,1856.72,5.42%,"1,29,11,32,063",7.14
13-01-2013,7474,1856.72,5.42%,"1,29,11,32,063",7.14
14-01-2013,7060,1856.72,5.42%,"1,29,11,32,063",7.14
15-01-2013,796,1856.72,5.42%,"1,29,11,32,063",7.14
16-01-2013,6631,1856.72,5.42%,"1,29,11,32,063",7.14
17-01-2013,5052,1856.72,5.42%,"1,29,11,32,063",7.14
18-01-2013,1449,1856.72,5.42%,"1,29,11,32,063",7.14
19-01-2013,5206,1856.72,5.42%,"1,29,11,32,063",7.14
20-01-2013,1959,1856.72,5.42%,"1,29,11,32,063",7.14
21-01-2013,4253,1856.72,5.42%,"1,29,11,32,063",7.14
22-01-2013,7280,1856.72,5.42%,"1,29,11,32,063",7.14
23-01-2013,3455,1856.72,5.42%,"1,29,11,32,063",7.14
24-01-2013,793,1856.72,5.42%,"1,29,11,32,063",7.14
25-01-2013,4668,1856.72,5.42%,"1,29,11,32,063",7.14
26-01-2013,3110,1856.72,5.42%,"1,29,11,32,063",7.14
27-01-2013,7097,1856.72,5.42%,"1,29,11,32,063",7.14
28-01-2013,7102,1856.72,5.42%,"1,29,11,32,063",7.14
29-01-2013,5534,1856.72,5.42%,"1,29,11,32,063",7.14
30-01-2013,5356,1856.72,5.42%,"1,29,11,32,063",7.14
31-01-2013,1502,1856.72,5.42%,"1,29,11,32,063",7.14
01-02-2013,2680,1856.72,5.42%,"1,29,11,32,063",7.14
02-02-2013,2204,1856.72,5.42%,"1,29,11,32,063",7.14
03-02-2013,2256,1856.72,5.42%,"1,29,11,32,063",7.14
04-02-2013,3666,1856.72,5.42%,"1,29,11,32,063",7.14
05-02-2013,1852,1856.72,5.42%,"1,29,11,32,063",7.14
06-02-2013,692,1856.72,5.42%,"1,29,11,32,063",7.14
07-02-2013,3599,1856.72,5.42%,"1,29,11,32,063",7.14
08-02-2013,6729,1856.72,5.42%,"1,29,11,32,063",7.14
09-02-2013,2171,1856.72,5.42%,"1,29,11,32,063",7.14
10-02-2013,796,1856.72,5.42%,"1,29,11,32,063",7.14
11-02-2013,5909,1856.72,5.42%,"1,29,11,32,063",7.14
12-02-2013,2993,1856.72,5.42%,"1,29,11,32,063",7.14
13-02-2013,3407,1856.72,5.42%,"1,29,11,32,063",7.14
14-02-2013,5252,1856.72,5.42%,"1,29,11,32,063",7.14
15-02-2013,1237,1856.72,5.42%,"1,29,11,32,063",7.14
16-02-2013,7951,1856.72,5.42%,"1,29,11,32,063",7.14
17-02-2013,7678,1856.72,5.42%,"1,29,11,32,063",7.14
18-02-2013,6916,1856.72,5.42%,"1,29,11,32,063",7.14
19-02-2013,5178,1856.72,5.42%,"1,29,11,32,063",7.14
20-02-2013,7697,1856.72,5.42%,"1,29,11,32,063",7.14
21-02-2013,4074,1856.72,5.42%,"1,29,11,32,063",7.14
22-02-2013,6262,1856.72,5.42%,"1,29,11,32,063",7.14
23-02-2013,3719,1856.72,5.42%,"1,29,11,32,063",7.14
24-02-2013,6520,1856.72,5.42%,"1,29,11,32,063",7.14
25-02-2013,3968,1856.72,5.42%,"1,29,11,32,063",7.14
26-02-2013,4687,1856.72,5.42%,"1,29,11,32,063",7.14
27-02-2013,5373,1856.72,5.42%,"1,29,11,32,063",7.14
28-02-2013,5008,1856.72,5.42%,"1,29,11,32,063",7.14
01-03-2013,625,1856.72,5.42%,"1,29,11,32,063",7.14
02-03-2013,7168,1856.72,5.42%,"1,29,11,32,063",7.14
03-03-2013,4126,1856.72,5.42%,"1,29,11,32,063",7.14
04-03-2013,2424,1856.72,5.42%,"1,29,11,32,063",7.14
05-03-2013,4811,1856.72,5.42%,"1,29,11,32,063",7.14
06-03-2013,4269,1856.72,5.42%,"1,29,11,32,063",7.14
07-03-2013,2214,1856.72,5.42%,"1,29,11,32,063",7.14
08-03-2013,7479,1856.72,5.42%,"1,29,11,32,063",7.14
09-03-2013,7599,1856.72,5.42%,"1,29,11,32,063",7.14
10-03-2013,6652,1856.72,5.42%,"1,29,11,32,063",7.14
11-03-2013,2189,1856.72,5.42%,"1,29,11,32,063",7.14
12-03-2013,479,1856.72,5.42%,"1,29,11,32,063",7.14
13-03-2013,3298,1856.72,5.42%,"1,29,11,32,063",7.14
14-03-2013,489,1856.72,5.42%,"1,29,11,32,063",7.14
15-03-2013,2987,1856.72,5.42%,"1,29,11,32,063",7.14
16-03-2013,7478,1856.72,5.42%,"1,29,11,32,063",7.14
17-03-2013,7202,1856.72,5.42%,"1,29,11,32,063",7.14
18-03-2013,3100,1856.72,5.42%,"1,29,11,32,063",7.14
19-03-2013,7500,1856.72,5.42%,"1,29,11,32,063",7.14
20-03-2013,3007,1856.72,5.42%,"1,29,11,32,063",7.14
21-03-2013,5538,1856.72,5.42%,"1,29,11,32,063",7.14
22-03-2013,7658,1856.72,5.42%,"1,29,11,32,063",7.14
23-03-2013,3325,1856.72,5.42%,"1,29,11,32,063",7.14
24-03-2013,5363,1856.72,5.42%,"1,29,11,32,063",7.14
25-03-2013,7511,1856.72,5.42%,"1,29,11,32,063",7.14
26-03-2013,4290,1856.72,5.42%,"1,29,11,32,063",7.14
27-03-2013,4068,1856.72,5.42%,"1,29,11,32,063",7.14
28-03-2013,1375,1856.72,5.42%,"1,29,11,32,063",7.14
29-03-2013,4272,1856.72,5.42%,"1,29,11,32,063",7.14
30-03-2013,5291,1856.72,5.42%,"1,29,11,32,063",7.14
31-03-2013,2258,1856.72,5.42%,"1,29,11,32,063",7.14
01-04-2013,757,1856.72,5.42%,"1,29,11,32,063",7.14
02-04-2013,4196,1856.72,5.42%,"1,29,11,32,063",7.14
03-04-2013,1207,1856.72,5.42%,"1,29,11,32,063",7.14
04-04-2013,2918,1856.72,5.42%,"1,29,11,32,063",7.14
05-04-2013,3951,1856.72,5.42%,"1,29,11,32,063",7.14
06-04-2013,2274,1856.72,5.42%,"1,29,11,32,063",7.14
07-04-2013,1776,1856.72,5.42%,"1,29,11,32,063",7.14
08-04-2013,6632,1856.72,5.42%,"1,29,11,32,063",7.14
09-04-2013,7786,1856.72,5.42%,"1,29,11,32,063",7.14
10-04-2013,528,1856.72,5.42%,"1,29,11,32,063",7.14
11-04-2013,2282,1856.72,5.42%,"1,29,11,32,063",7.14
12-04-2013,4304,1856.72,5.42%,"1,29,11,32,063",7.14
13-04-2013,2112,1856.72,5.42%,"1,29,11,32,063",7.14
14-04-2013,2266,1856.72,5.42%,"1,29,11,32,063",7.14
15-04-2013,7211,1856.72,5.42%,"1,29,11,32,063",7.14
16-04-2013,5978,1856.72,5.42%,"1,29,11,32,063",7.14
17-04-2013,5587,1856.72,5.42%,"1,29,11,32,063",7.14
18-04-2013,6175,1856.72,5.42%,"1,29,11,32,063",7.14
19-04-2013,6773,1856.72,5.42%,"1,29,11,32,063",7.14
20-04-2013,3224,1856.72,5.42%,"1,29,11,32,063",7.14
21-04-2013,6924,1856.72,5.42%,"1,29,11,32,063",7.14
22-04-2013,7573,1856.72,5.42%,"1,29,11,32,063",7.14
23-04-2013,4641,1856.72,5.42%,"1,29,11,32,063",7.14
24-04-2013,7351,1856.72,5.42%,"1,29,11,32,063",7.14
25-04-2013,2238,1856.72,5.42%,"1,29,11,32,063",7.14
26-04-2013,1143,1856.72,5.42%,"1,29,11,32,063",7.14
27-04-2013,4807,1856.72,5.42%,"1,29,11,32,063",7.14
28-04-2013,482,1856.72,5.42%,"1,29,11,32,063",7.14
29-04-2013,2890,1856.72,5.42%,"1,29,11,32,063",7.14
30-04-2013,5656,1856.72,5.42%,"1,29,11,32,063",7.14
01-05-2013,1674,1856.72,5.42%,"1,29,11,32,063",7.14
02-05-2013,354,1856.72,5.42%,"1,29,11,32,063",7.14
03-05-2013,7794,1856.72,5.42%,"1,29,11,32,063",7.14
04-05-2013,3537,1856.72,5.42%,"1,29,11,32,063",7.14
05-05-2013,5714,1856.72,5.42%,"1,29,11,32,063",7.14
06-05-2013,5753,1856.72,5.42%,"1,29,11,32,063",7.14
07-05-2013,7274,1856.72,5.42%,"1,29,11,32,063",7.14
08-05-2013,832,1856.72,5.42%,"1,29,11,32,063",7.14
09-05-2013,2773,1856.72,5.42%,"1,29,11,32,063",7.14
10-05-2013,6101,1856.72,5.42%,"1,29,11,32,063",7.14
11-05-2013,1057,1856.72,5.42%,"1,29,11,32,063",7.14
12-05-2013,4502,1856.72,5.42%,"1,29,11,32,063",7.14
13-05-2013,481,1856.72,5.42%,"1,29,11,32,063",7.14
14-05-2013,319,1856.72,5.42%,"1,29,11,32,063",7.14
15-05-2013,6541,1856.72,5.42%,"1,29,11,32,063",7.14
16-05-2013,6082,1856.72,5.42%,"1,29,11,32,063",7.14
17-05-2013,2964,1856.72,5.42%,"1,29,11,32,063",7.14
18-05-2013,4901,1856.72,5.42%,"1,29,11,32,063",7.14
19-05-2013,2622,1856.72,5.42%,"1,29,11,32,063",7.14
20-05-2013,3409,1856.72,5.42%,"1,29,11,32,063",7.14
21-05-2013,4986,1856.72,5.42%,"1,29,11,32,063",7.14
22-05-2013,7017,1856.72,5.42%,"1,29,11,32,063",7.14
23-05-2013,4541,1856.72,5.42%,"1,29,11,32,063",7.14
24-05-2013,2834,1856.72,5.42%,"1,29,11,32,063",7.14
25-05-2013,5885,1856.72,5.42%,"1,29,11,32,063",7.14
26-05-2013,7769,1856.72,5.42%,"1,29,11,32,063",7.14
27-05-2013,1058,1856.72,5.42%,"1,29,11,32,063",7.14
28-05-2013,3669,1856.72,5.42%,"1,29,11,32,063",7.14
29-05-2013,3342,1856.72,5.42%,"1,29,11,32,063",7.14
30-05-2013,7732,1856.72,5.42%,"1,29,11,32,063",7.14
31-05-2013,7547,1856.72,5.42%,"1,29,11,32,063",7.14
01-06-2013,289,1856.72,5.42%,"1,29,11,32,063",7.14
02-06-2013,311,1856.72,5.42%,"1,29,11,32,063",7.14
03-06-2013,3323,1856.72,5.42%,"1,29,11,32,063",7.14
04-06-2013,2431,1856.72,5.42%,"1,29,11,32,063",7.14
05-06-2013,2625,1856.72,5.42%,"1,29,11,32,063",7.14
06-06-2013,6356,1856.72,5.42%,"1,29,11,32,063",7.14
07-06-2013,1506,1856.72,5.42%,"1,29,11,32,063",7.14
08-06-2013,4444,1856.72,5.42%,"1,29,11,32,063",7.14
09-06-2013,7325,1856.72,5.42%,"1,29,11,32,063",7.14
10-06-2013,6378,1856.72,5.42%,"1,29,11,32,063",7.14
11-06-2013,2446,1856.72,5.42%,"1,29,11,32,063",7.14
12-06-2013,5766,1856.72,5.42%,"1,29,11,32,063",7.14
13-06-2013,5148,1856.72,5.42%,"1,29,11,32,063",7.14
14-06-2013,6740,1856.72,5.42%,"1,29,11,32,063",7.14
15-06-2013,1127,1856.72,5.42%,"1,29,11,32,063",7.14
16-06-2013,2265,1856.72,5.42%,"1,29,11,32,063",7.14
17-06-2013,3033,1856.72,5.42%,"1,29,11,32,063",7.14
18-06-2013,7329,1856.72,5.42%,"1,29,11,32,063",7.14
19-06-2013,6179,1856.72,5.42%,"1,29,11,32,063",7.14
20-06-2013,4211,1856.72,5.42%,"1,29,11,32,063",7.14
21-06-2013,4217,1856.72,5.42%,"1,29,11,32,063",7.14
22-06-2013,6594,1856.72,5.42%,"1,29,11,32,063",7.14
23-06-2013,4841,1856.72,5.42%,"1,29,11,32,063",7.14
24-06-2013,1119,1856.72,5.42%,"1,29,11,32,063",7.14
25-06-2013,3168,1856.72,5.42%,"1,29,11,32,063",7.14
26-06-2013,6654,1856.72,5.42%,"1,29,11,32,063",7.14
27-06-2013,3420,1856.72,5.42%,"1,29,11,32,063",7.14
28-06-2013,7387,1856.72,5.42%,"1,29,11,32,063",7.14
29-06-2013,1006,1856.72,5.42%,"1,29,11,32,063",7.14
30-06-2013,7042,1856.72,5.42%,"1,29,11,32,063",7.14
01-07-2013,672,1856.72,5.42%,"1,29,11,32,063",7.14
02-07-2013,487,1856.72,5.42%,"1,29,11,32,063",7.14
03-07-2013,4811,1856.72,5.42%,"1,29,11,32,063",7.14
04-07-2013,3927,1856.72,5.42%,"1,29,11,32,063",7.14
05-07-2013,536,1856.72,5.42%,"1,29,11,32,063",7.14
06-07-2013,3096,1856.72,5.42%,"1,29,11,32,063",7.14
07-07-2013,2001,1856.72,5.42%,"1,29,11,32,063",7.14
08-07-2013,7910,1856.72,5.42%,"1,29,11,32,063",7.14
09-07-2013,3587,1856.72,5.42%,"1,29,11,32,063",7.14
10-07-2013,7457,1856.72,5.42%,"1,29,11,32,063",7.14
11-07-2013,1664,1856.72,5.42%,"1,29,11,32,063",7.14
12-07-2013,5897,1856.72,5.42%,"1,29,11,32,063",7.14
13-07-2013,1913,1856.72,5.42%,"1,29,11,32,063",7.14
14-07-2013,5097,1856.72,5.42%,"1,29,11,32,063",7.14
15-07-2013,560,1856.72,5.42%,"1,29,11,32,063",7.14
16-07-2013,4798,1856.72,5.42%,"1,29,11,32,063",7.14
17-07-2013,5683,1856.72,5.42%,"1,29,11,32,063",7.14
18-07-2013,5849,1856.72,5.42%,"1,29,11,32,063",7.14
19-07-2013,3410,1856.72,5.42%,"1,29,11,32,063",7.14
20-07-2013,3254,1856.72,5.42%,"1,29,11,32,063",7.14
21-07-2013,7909,1856.72,5.42%,"1,29,11,32,063",7.14
22-07-2013,3622,1856.72,5.42%,"1,29,11,32,063",7.14
23-07-2013,3437,1856.72,5.42%,"1,29,11,32,063",7.14
24-07-2013,7511,1856.72,5.42%,"1,29,11,32,063",7.14
25-07-2013,5523,1856.72,5.42%,"1,29,11,32,063",7.14
26-07-2013,5438,1856.72,5.42%,"1,29,11,32,063",7.14
27-07-2013,2880,1856.72,5.42%,"1,29,11,32,063",7.14
28-07-2013,4383,1856.72,5.42%,"1,29,11,32,063",7.14
29-07-2013,1118,1856.72,5.42%,"1,29,11,32,063",7.14
30-07-2013,6711,1856.72,5.42%,"1,29,11,32,063",7.14
31-07-2013,4905,1856.72,5.42%,"1,29,11,32,063",7.14
01-08-2013,282,1856.72,5.42%,"1,29,11,32,063",7.14
02-08-2013,7616,1856.72,5.42%,"1,29,11,32,063",7.14
03-08-2013,3888,1856.72,5.42%,"1,29,11,32,063",7.14
04-08-2013,7953,1856.72,5.42%,"1,29,11,32,063",7.14
05-08-2013,6436,1856.72,5.42%,"1,29,11,32,063",7.14
06-08-2013,7826,1856.72,5.42%,"1,29,11,32,063",7.14
07-08-2013,7039,1856.72,5.42%,"1,29,11,32,063",7.14
08-08-2013,6689,1856.72,5.42%,"1,29,11,32,063",7.14
09-08-2013,1605,1856.72,5.42%,"1,29,11,32,063",7.14
10-08-2013,499,1856.72,5.42%,"1,29,11,32,063",7.14
11-08-2013,2028,1856.72,5.42%,"1,29,11,32,063",7.14
12-08-2013,1058,1856.72,5.42%,"1,29,11,32,063",7.14
13-08-2013,4768,1856.72,5.42%,"1,29,11,32,063",7.14
14-08-2013,5841,1856.72,5.42%,"1,29,11,32,063",7.14
15-08-2013,3358,1856.72,5.42%,"1,29,11,32,063",7.14
16-08-2013,6789,1856.72,5.42%,"1,29,11,32,063",7.14
17-08-2013,5012,1856.72,5.42%,"1,29,11,32,063",7.14
18-08-2013,6254,1856.72,5.42%,"1,29,11,32,063",7.14
19-08-2013,1707,1856.72,5.42%,"1,29,11,32,063",7.14
20-08-2013,3874,1856.72,5.42%,"1,29,11,32,063",7.14
21-08-2013,4323,1856.72,5.42%,"1,29,11,32,063",7.14
22-08-2013,4849,1856.72,5.42%,"1,29,11,32,063",7.14
23-08-2013,5292,1856.72,5.42%,"1,29,11,32,063",7.14
24-08-2013,6037,1856.72,5.42%,"1,29,11,32,063",7.14
25-08-2013,470,1856.72,5.42%,"1,29,11,32,063",7.14
26-08-2013,2943,1856.72,5.42%,"1,29,11,32,063",7.14
27-08-2013,5045,1856.72,5.42%,"1,29,11,32,063",7.14
28-08-2013,6601,1856.72,5.42%,"1,29,11,32,063",7.14
29-08-2013,807,1856.72,5.42%,"1,29,11,32,063",7.14
31-08-2013,5650,1856.72,5.42%,"1,29,11,32,063",7.14
01-09-2013,4004,1856.72,5.42%,"1,29,11,32,063",7.14
02-09-2013,2266,1856.72,5.42%,"1,29,11,32,063",7.14
03-09-2013,7251,1856.72,5.42%,"1,29,11,32,063",7.14
04-09-2013,3834,1856.72,5.42%,"1,29,11,32,063",7.14
05-09-2013,7530,1856.72,5.42%,"1,29,11,32,063",7.14
06-09-2013,1308,1856.72,5.42%,"1,29,11,32,063",7.14
07-09-2013,7642,1856.72,5.42%,"1,29,11,32,063",7.14
08-09-2013,1754,1856.72,5.42%,"1,29,11,32,063",7.14
09-09-2013,1268,1856.72,5.42%,"1,29,11,32,063",7.14
10-09-2013,7864,1856.72,5.42%,"1,29,11,32,063",7.14
11-09-2013,1989,1856.72,5.42%,"1,29,11,32,063",7.14
12-09-2013,7251,1856.72,5.42%,"1,29,11,32,063",7.14
13-09-2013,4208,1856.72,5.42%,"1,29,11,32,063",7.14
14-09-2013,2755,1856.72,5.42%,"1,29,11,32,063",7.14
15-09-2013,1767,1856.72,5.42%,"1,29,11,32,063",7.14
16-09-2013,4208,1856.72,5.42%,"1,29,11,32,063",7.14
17-09-2013,3735,1856.72,5.42%,"1,29,11,32,063",7.14
18-09-2013,1805,1856.72,5.42%,"1,29,11,32,063",7.14
19-09-2013,4476,1856.72,5.42%,"1,29,11,32,063",7.14
20-09-2013,4981,1856.72,5.42%,"1,29,11,32,063",7.14
21-09-2013,1048,1856.72,5.42%,"1,29,11,32,063",7.14
22-09-2013,7386,1856.72,5.42%,"1,29,11,32,063",7.14
23-09-2013,4234,1856.72,5.42%,"1,29,11,32,063",7.14
24-09-2013,4725,1856.72,5.42%,"1,29,11,32,063",7.14
25-09-2013,3364,1856.72,5.42%,"1,29,11,32,063",7.14
26-09-2013,5763,1856.72,5.42%,"1,29,11,32,063",7.14
27-09-2013,2782,1856.72,5.42%,"1,29,11,32,063",7.14
28-09-2013,4178,1856.72,5.42%,"1,29,11,32,063",7.14
29-09-2013,1102,1856.72,5.42%,"1,29,11,32,063",7.14
30-09-2013,2181,1856.72,5.42%,"1,29,11,32,063",7.14
31-9-2013,597,1856.72,5.42%,"1,29,11,32,063",7.14
01-10-2013,2728,1856.72,5.42%,"1,29,11,32,063",7.14
02-10-2013,2408,1856.72,5.42%,"1,29,11,32,063",7.14
03-10-2013,1973,1856.72,5.42%,"1,29,11,32,063",7.14
04-10-2013,2993,1856.72,5.42%,"1,29,11,32,063",7.14
05-10-2013,886,1856.72,5.42%,"1,29,11,32,063",7.14
06-10-2013,407,1856.72,5.42%,"1,29,11,32,063",7.14
07-10-2013,7127,1856.72,5.42%,"1,29,11,32,063",7.14
08-10-2013,6939,1856.72,5.42%,"1,29,11,32,063",7.14
09-10-2013,4165,1856.72,5.42%,"1,29,11,32,063",7.14
10-10-2013,6935,1856.72,5.42%,"1,29,11,32,063",7.14
11-10-2013,3625,1856.72,5.42%,"1,29,11,32,063",7.14
12-10-2013,4930,1856.72,5.42%,"1,29,11,32,063",7.14
13-10-2013,791,1856.72,5.42%,"1,29,11,32,063",7.14
14-10-2013,4825,1856.72,5.42%,"1,29,11,32,063",7.14
15-10-2013,6150,1856.72,5.42%,"1,29,11,32,063",7.14
16-10-2013,613,1856.72,5.42%,"1,29,11,32,063",7.14
17-10-2013,6102,1856.72,5.42%,"1,29,11,32,063",7.14
18-10-2013,290,1856.72,5.42%,"1,29,11,32,063",7.14
19-10-2013,7503,1856.72,5.42%,"1,29,11,32,063",7.14
20-10-2013,7840,1856.72,5.42%,"1,29,11,32,063",7.14
21-10-2013,7170,1856.72,5.42%,"1,29,11,32,063",7.14
22-10-2013,1899,1856.72,5.42%,"1,29,11,32,063",7.14
23-10-2013,2742,1856.72,5.42%,"1,29,11,32,063",7.14
24-10-2013,3421,1856.72,5.42%,"1,29,11,32,063",7.14
25-10-2013,6539,1856.72,5.42%,"1,29,11,32,063",7.14
26-10-2013,4361,1856.72,5.42%,"1,29,11,32,063",7.14
27-10-2013,4827,1856.72,5.42%,"1,29,11,32,063",7.14
28-10-2013,7295,1856.72,5.42%,"1,29,11,32,063",7.14
29-10-2013,3236,1856.72,5.42%,"1,29,11,32,063",7.14
30-10-2013,2326,1856.72,5.42%,"1,29,11,32,063",7.14
01-11-2013,4371,1856.72,5.42%,"1,29,11,32,063",7.14
02-11-2013,3869,1856.72,5.42%,"1,29,11,32,063",7.14
03-11-2013,3090,1856.72,5.42%,"1,29,11,32,063",7.14
04-11-2013,4205,1856.72,5.42%,"1,29,11,32,063",7.14
05-11-2013,4419,1856.72,5.42%,"1,29,11,32,063",7.14
06-11-2013,7358,1856.72,5.42%,"1,29,11,32,063",7.14
07-11-2013,7924,1856.72,5.42%,"1,29,11,32,063",7.14
08-11-2013,292,1856.72,5.42%,"1,29,11,32,063",7.14
09-11-2013,5458,1856.72,5.42%,"1,29,11,32,063",7.14
10-11-2013,7654,1856.72,5.42%,"1,29,11,32,063",7.14
11-11-2013,4841,1856.72,5.42%,"1,29,11,32,063",7.14
12-11-2013,7356,1856.72,5.42%,"1,29,11,32,063",7.14
13-11-2013,1764,1856.72,5.42%,"1,29,11,32,063",7.14
14-11-2013,6843,1856.72,5.42%,"1,29,11,32,063",7.14
15-11-2013,5660,1856.72,5.42%,"1,29,11,32,063",7.14
16-11-2013,5984,1856.72,5.42%,"1,29,11,32,063",7.14
17-11-2013,7324,1856.72,5.42%,"1,29,11,32,063",7.14
18-11-2013,7372,1856.72,5.42%,"1,29,11,32,063",7.14
19-11-2013,3670,1856.72,5.42%,"1,29,11,32,063",7.14
20-11-2013,5453,1856.72,5.42%,"1,29,11,32,063",7.14
21-11-2013,337,1856.72,5.42%,"1,29,11,32,063",7.14
22-11-2013,7521,1856.72,5.42%,"1,29,11,32,063",7.14
23-11-2013,5975,1856.72,5.42%,"1,29,11,32,063",7.14
24-11-2013,2081,1856.72,5.42%,"1,29,11,32,063",7.14
25-11-2013,354,1856.72,5.42%,"1,29,11,32,063",7.14
26-11-2013,1942,1856.72,5.42%,"1,29,11,32,063",7.14
27-11-2013,6661,1856.72,5.42%,"1,29,11,32,063",7.14
28-11-2013,7305,1856.72,5.42%,"1,29,11,32,063",7.14
29-11-2013,7567,1856.72,5.42%,"1,29,11,32,063",7.14
30-11-2013,5239,1856.72,5.42%,"1,29,11,32,063",7.14
31-11-2013,7681,1856.72,5.42%,"1,29,11,32,063",7.14
01-12-2013,2677,1856.72,5.42%,"1,29,11,32,063",7.14
02-12-2013,7205,1856.72,5.42%,"1,29,11,32,063",7.14
03-12-2013,6192,1856.72,5.42%,"1,29,11,32,063",7.14
04-12-2013,6586,1856.72,5.42%,"1,29,11,32,063",7.14
